ABLA|37.14114,-2.780104
TORNADIZOS DE AVILA|40.62614,-4.615232
TORRE (LA)|40.58926,-4.965192
TORTOLES|40.5609,-5.261655
UMBRIAS|40.31298,-5.578032
VADILLO DE LA SIERRA|40.60506,-5.122006
VALDECASA|40.65955,-5.012668
VEGA DE SANTA MARIA|40.83594,-4.64183
VELAYOS|40.84094,-4.622241
VILLAFLOR|40.7584,-4.874116
VILLAFRANCA DE LA SIERRA|40.49773,-5.230729
VILLANUEVA DE AVILA|40.37959,-4.821985
VILLANUEVA DE GOMEZ|40.88379,-4.715201
VILLANUEVA DEL ACERAL|41.04132,-4.852352
VILLANUEVA DEL CAMPILLO|40.57825,-5.179864
VILLAR DE CORNEJA|40.47478,-5.43251
VILLAREJO DEL VALLE|40.28594,-4.997665
VILLATORO|40.55616,-5.111281
VIÑEGRA DE MORAÑA|40.84931,-4.922153
VITA|40.81179,-5.005141
ZAPARDIEL DE LA CAÑADA|40.60593,-5.340081
ZAPARDIEL DE LA RIBERA|40.35575,-5.328642
ABAJAS|42.62347,-3.580227
ADRADA DE HAZA|41.59426,-3.821794
AGUAS CANDIDAS|42.71609,-3.501816
AGUILAR DE BUREBA|42.59014,-3.328738
ALBILLOS|42.27642,-3.790607
ALCOCERO DE MOLA|42.47314,-3.357422
ALFOZ DE BRICIA|42.89667,-3.879167
ALFOZ DE QUINTANADUEÑAS|42.38503,-3.734942
ALFOZ DE SANTA GADEA|42.95555,-3.950556
ALTABLE|42.60335,-3.077159
ALTOS (LOS)|42.80861,-3.631667
AMEYUGO|42.65606,-3.061546
ANGUIX|41.75338,-3.931955
ARANDA DE DUERO|41.67171,-3.686569
ARANDILLA|41.73776,-3.428753
ARAUZO DE MIEL|41.86012,-3.38779
ARAUZO DE SALCE|41.81974,-3.412258
ARAUZO DE TORRE|41.79853,-3.422723
ARCOS|42.26453,-3.755465
ARENILLAS DE RIOPISUERGA|42.35673,-4.233235
ARIJA|42.99424,-3.944695
ARLANZON|42.3228,-3.458243
ARRAYA DE OCA|42.41536,-3.397841
ATAPUERCA|42.37701,-3.507772
AUSINES (LOS)|42.22558,-3.597602
AVELLANOSA DE MUÑO|41.98373,-3.824701
BAHABON DE ESGUEVA|41.86199,-3.729234
BALBASES (LOS)|42.215,-4.062593
BAÑOS DE VALDEARADOS|41.76987,-3.556313
BAÑUELOS DE BUREBA|42.50111,-3.280796
BARBADILLO DE HERREROS|42.21489,-3.150055
BARBADILLO DEL MERCADO|42.03931,-3.358344
BARBADILLO DEL PEZ|42.11964,-3.228537
BARRIO DE MUÑO|42.17502,-4.007208
BARRIOS DE BUREBA (LOS)|42.64565,-3.391559
BARRIOS DE COLINA|42.39611,-3.459788
BASCONCILLOS DEL TOZO|42.70267,-3.989552
BASCUÑANA|42.42544,-3.082017
BELBIMBRE|42.16871,-4.012369
BELORADO|42.42041,-3.189796
BERBERANA|42.91988,-3.060073
BERLANGAS DE ROA|41.6894,-3.87417
BERZOSA DE BUREBA|42.62693,-3.266128
BOZOO|42.72657,-3.08537
BRAZACORTA|41.71716,-3.367153
BRIVIESCA|42.55029,-3.323369
BUGEDO|42.64932,-3.017947
BUNIEL|42.30971,-3.823738
BURGOS|42.34087,-3.699731
BUSTO DE BUREBA|42.65941,-3.264715
CABAÑES DE ESGUEVA|41.8313,-3.785393
CABEZON DE LA SIERRA|41.93455,-3.242159
CALERUEGA|41.82503,-3.486718
CAMPILLO DE ARANDA|41.61026,-3.730296
CAMPOLARA|42.11951,-3.427225
CANICOSA DE LA SIERRA|41.93606,-3.042048
CANTABRANA|42.73465,-3.4672
CARAZO|41.96952,-3.353925
CARCEDO DE BUREBA|42.5783,-3.498399
CARCEDO DE BURGOS|42.2861,-3.623026
CARDEÑADIJO|42.2997,-3.665262
CARDEÑAJIMENO|42.33102,-3.621846
CARDEÑUELA RIOPICO|42.35997,-3.55778
CARRIAS|42.4817,-3.283208
CASCAJARES DE BUREBA|42.67904,-3.237395
CASCAJARES DE LA SIERRA|42.06187,-3.39957
CASTELLANOS DE CASTRO|42.32857,-4.03372
CASTIL DE PEONES|42.48307,-3.38459
CASTILDELGADO|42.43724,-3.084511
CASTRILLO DE LA REINA|41.98731,-3.237118
CASTRILLO DE LA VEGA|41.65073,-3.781646
CASTRILLO DE RIOPISUERGA|42.51493,-4.252292
CASTRILLO DEL VAL|42.31421,-3.584872
CASTRILLO MATAJUDIOS|42.31054,-4.173882
CASTROJERIZ|42.28828,-4.138836
CAVIA|42.28385,-3.845257
CAYUELA|42.27256,-3.819528
CEBRECOS|41.9832,-3.596634
CELADA DEL CAMINO|42.26265,-3.933845
CEREZO DE RIO TIRON|42.49125,-3.135633
CERRATON DE JUARROS|42.42218,-3.373947
CIADONCHA|42.1606,-3.9348
CILLAPERLATA|42.78268,-3.358483
CILLERUELO DE ABAJO|41.88422,-3.795598
CILLERUELO DE ARRIBA|41.90474,-3.660519
CIRUELOS DE CERVERA|41.90557,-3.530057
COGOLLOS|42.20072,-3.699386
CONDADO DE TREVIÑO|42.7349,-2.74691
CONTRERAS|42.02149,-3.410147
CORUÑA DEL CONDE|41.76587,-3.391761
COVARRUBIAS|42.05919,-3.520237
CUBILLO DEL CAMPO|42.16857,-3.610348
CUBO DE BUREBA|42.64042,-3.206735
CUEVA DE ROA (LA)|41.66653,-3.939688
CUEVAS DE SAN CLEMENTE|42.12992,-3.568581
ENCIO|42.66777,-3.084554
ESPINOSA DE CERVERA|41.89632,-3.468393
ESPINOSA DE LOS MONTEROS|43.07687,-3.552301
ESPINOSA DEL CAMINO|42.40644,-3.281149
ESTEPAR|42.2767,-3.89849
FONTIOSO|41.94261,-3.739049
FRANDOVINEZ|42.30937,-3.838241
FRESNEDA DE LA SIERRA TIRON|42.31503,-3.13507
FRESNEÑA|42.41425,-3.134803
FRESNILLO DE LAS DUEÑAS|41.64692,-3.644559
FRESNO DE RIO TIRON|42.4602,-3.17496
FRESNO DE RODILLA|42.42011,-3.485178
FRIAS|42.76148,-3.294353
FUENTEBUREBA|42.63403,-3.234902
FUENTECEN|41.62859,-3.869621
FUENTELCESPED|41.59122,-3.640737
FUENTELISENDO|41.6224,-3.901975
FUENTEMOLINOS|41.60551,-3.849833
FUENTENEBRO|41.52533,-3.75369
FUENTESPINA|41.63168,-3.686191
GALBARROS|42.5279,-3.437926
GALLEGA (LA)|41.89865,-3.26404
GRIJALBA|42.42995,-4.118997
GRISALEÑA|42.59092,-3.26404
GUMIEL DE IZAN|41.7734,-3.688242
GUMIEL DE MERCADO|41.75608,-3.802108
HACINAS|41.9852,-3.28705
HAZA|41.62142,-3.829452
HONTANAS|42.31303,-4.045938
HONTANGAS|41.58269,-3.796304
HONTORIA DE LA CANTERA|42.18913,-3.643586
HONTORIA DE VALDEARADOS|41.74445,-3.520228
HONTORIA DEL PINAR|41.8486,-3.162302
HORMAZAS (LAS)|42.515,-3.896111
HORNILLOS DEL CAMINO|42.33831,-3.925357
HORRA (LA)|41.74088,-3.875266
HORTIGÜELA|42.0681,-3.425503
HOYALES DE ROA|41.65891,-3.862995
HUERMECES|42.52169,-3.77164
HUERTA DE ARRIBA|42.11634,-3.082139
HUERTA DE REY|41.83988,-3.349127
HUMADA|42.66822,-4.083444
HURONES|42.40615,-3.613922
IBEAS DE JUARROS|42.33124,-3.535495
IBRILLOS|42.45407,-3.0831
IGLESIARRUBIA|41.97432,-3.846759
IGLESIAS|42.29795,-3.990041
ISAR|42.36185,-3.930288
ITERO DEL CASTILLO|42.28941,-4.244414
JARAMILLO DE LA FUENTE|42.11487,-3.312734
JARAMILLO QUEMADO|42.08483,-3.360913
JUNTA DE TRASLALOMA|43.03695,-3.389445
JUNTA DE VILLALBA DE LOSA|42.93537,-3.087131
JURISDICCION DE LARA|42.13472,-3.449722
JURISDICCION DE SAN ZADORNIL|42.84143,-3.157743
LERMA|42.02583,-3.75596
LLANO DE BUREBA|42.62436,-3.459093
MADRIGAL DEL MONTE|42.14449,-3.675512
MADRIGALEJO DEL MONTE|42.12458,-3.725459
MAHAMUD|42.11988,-3.94084
MAMBRILLA DE CASTREJON|41.66708,-3.984727
MAMBRILLAS DE LARA|42.09437,-3.461727
MAMOLAR|41.92689,-3.361871
MANCILES|42.4558,-3.944278
MAZUELA|42.20672,-3.918213
MECERREYES|42.0954,-3.573741
MEDINA DE POMAR|42.92837,-3.487223
MELGAR DE FERNAMENTAL|42.40352,-4.244519
MERINDAD DE CUESTA-URRIA|42.9,-3.391667
MERINDAD DE MONTIJA|43.09207,-3.43402
MERINDAD DE RIO UBIERNA|42.61666,-3.65
MERINDAD DE SOTOSCUEVA|43.05877,-3.642048
MERINDAD DE VALDEPORRES|43.02056,-3.768611
MERINDAD DE VALDIVIELSO|42.82,-3.536
MILAGROS|41.57555,-3.699167
MIRANDA DE EBRO|42.68734,-2.947593
MIRAVECHE|42.67471,-3.19961
MODUBAR DE LA EMPAREDADA|42.26012,-3.659911
MONASTERIO DE LA SIERRA|42.05131,-3.193589
MONASTERIO DE RODILLA|42.45771,-3.468888
MONCALVILLO|41.9552,-3.199341
MONTERRUBIO DE LA DEMANDA|42.1481,-3.112634
MONTORIO|42.58467,-3.776581
MORADILLO DE ROA|41.55196,-3.791871
NAVA DE ROA|41.61383,-3.965231
NAVAS DE BUREBA|42.68237,-3.32677
NEBREDA|41.96859,-3.63392
NEILA|42.05984,-2.997184
OLMEDILLO DE ROA|41.78319,-3.934045
OLMILLOS DE MUÑO|42.20261,-3.940343
OÑA|42.73478,-3.414072
OQUILLAS|41.8317,-3.703652
ORBANEJA RIOPICO|42.36023,-3.583582
PADILLA DE ABAJO|42.40781,-4.176731
PADILLA DE ARRIBA|42.43821,-4.194777
PADRONES DE BUREBA|42.7049,-3.532114
PALACIOS DE LA SIERRA|41.96359,-3.126263
PALACIOS DE RIOPISUERGA|42.34376,-4.256989
PALAZUELOS DE LA SIERRA|42.21181,-3.459925
PALAZUELOS DE MUÑO|42.19647,-3.988374
PAMPLIEGA|42.20591,-3.987587
PANCORBO|42.63524,-3.110586
PARDILLA|41.55063,-3.710233
PARTIDO DE LA SIERRA EN TOBALINA|42.71667,-3.233333
PEDROSA DE DUERO|41.71184,-3.987098
PEDROSA DE RIO URBEL|42.40971,-3.821324
PEDROSA DEL PARAMO|42.44224,-3.972769
PEDROSA DEL PRINCIPE|42.24924,-4.198915
PEÑARANDA DE DUERO|41.68876,-3.480297
PERAL DE ARLANZA|42.07603,-4.077512
PIERNIGAS|42.59008,-3.412804
PINEDA DE LA SIERRA|42.21596,-3.29737
PINEDA TRASMONTE|41.90881,-3.695628
PINILLA DE LOS BARRUECOS|41.91891,-3.305166
PINILLA DE LOS MOROS|42.06802,-3.327312
PINILLA TRASMONTE|41.87348,-3.620033
POZA DE LA SAL|42.66542,-3.501162
PRADANOS DE BUREBA|42.5023,-3.347642
PRADOLUENGO|42.3237,-3.200787
PRESENCIO|42.18675,-3.901966
PUEBLA DE ARGANZON (LA)|42.76628,-2.831537
PUENTEDURA|42.04167,-3.582952
QUEMADA|41.70045,-3.574928
QUINTANA DEL PIDIO|41.7596,-3.751569
QUINTANABUREBA|42.58692,-3.366666
QUINTANAELEZ|42.6687,-3.299189
QUINTANAORTUÑO|42.44994,-3.683778
QUINTANAPALLA|42.40835,-3.534245
QUINTANAR DE LA SIERRA|41.98133,-3.040702
QUINTANAVIDES|42.48142,-3.424978
QUINTANILLA DE LA MATA|41.98862,-3.76779
QUINTANILLA DEL AGUA Y TORDUELES|42.0411,-3.652041
QUINTANILLA DEL COCO|41.97923,-3.516723
QUINTANILLA SAN GARCIA|42.54919,-3.193922
QUINTANILLA VIVAR|42.41479,-3.690509
QUINTANILLAS (LAS)|42.37259,-3.843971
RABANERA DEL PINAR|41.89267,-3.19425
RABANOS|42.3198,-3.270114
RABE DE LAS CALZADAS|42.34017,-3.83422
REBOLLEDO DE LA TORRE|42.68719,-4.227346
REDECILLA DEL CAMINO|42.43816,-3.065058
REDECILLA DEL CAMPO|42.46679,-3.115167
REGUMIEL DE LA SIERRA|41.95593,-2.987816
REINOSO|42.51133,-3.381955
RETUERTA|42.02995,-3.507748
REVILLA DEL CAMPO|42.21154,-3.5374
REVILLA VALLEJERA|42.14722,-4.134238
REVILLA Y AHEDO (LA)|41.99827,-3.351927
REVILLARRUZ|42.23075,-3.6538
REZMONDO|42.51596,-4.238618
RIOCAVADO DE LA SIERRA|42.15218,-3.198172
ROA|41.69711,-3.928005
ROJAS|42.57769,-3.4409
ROYUELA DE RIO FRANCO|41.99681,-3.956869
RUBENA|42.38781,-3.574296
RUBLACEDO DE ABAJO|42.55323,-3.502227
RUCANDIO|42.75172,-3.54248
SALAS DE BUREBA|42.69194,-3.473988
SALAS DE LOS INFANTES|42.02327,-3.286438
SALDAÑA DE BURGOS|42.25925,-3.697733
SALINILLAS DE BUREBA|42.55315,-3.386741
SAN ADRIAN DE JUARROS|42.2742,-3.475125
SAN JUAN DEL MONTE|41.6844,-3.521135
SAN MAMES DE BURGOS|42.33744,-3.794107
SAN MARTIN DE RUBIALES|41.64256,-3.993453
SAN MILLAN DE LARA|42.13653,-3.345795
SAN VICENTE DEL VALLE|42.3372,-3.162195
SANTA CECILIA|42.05219,-3.803176
SANTA CRUZ DE LA SALCEDA|41.59478,-3.594756
SANTA CRUZ DEL VALLE URBION|42.30286,-3.22192
SANTA GADEA DEL CID|42.71543,-3.059203
SANTA INES|42.03945,-3.702686
SANTA MARIA DEL CAMPO|42.13218,-3.974421
SANTA MARIA DEL INVIERNO|42.44278,-3.437732
SANTA MARIA DEL MERCADILLO|41.85995,-3.559022
SANTA MARIA RIVARREDONDA|42.6401,-3.180049
SANTA OLALLA DE BUREBA|42.47622,-3.440882
SANTIBAÑEZ DE ESGUEVA|41.83353,-3.75887
SANTIBAÑEZ DEL VAL|41.97408,-3.480564
SANTO DOMINGO DE SILOS|41.96238,-3.419734
SARGENTES DE LA LORA|42.76923,-3.872826
SARRACIN|42.25746,-3.685354
SASAMON|42.41784,-4.043491
SEQUERA DE HAZA (LA)|41.56364,-3.817178
SOLARANA|41.97002,-3.660142
SORDILLOS|42.46181,-4.107079
SOTILLO DE LA RIBERA|41.77686,-3.826122
SOTRAGERO|42.40995,-3.713181
SOTRESGUDO|42.57833,-4.177177
SUSINOS DEL PARAMO|42.47124,-3.925125
TAMARON|42.27272,-3.990991
TARDAJOS|42.34735,-3.819411
TEJADA|41.95241,-3.536148
TERRADILLOS DE ESGUEVA|41.81919,-3.842888
TINIEBLAS DE LA SIERRA|42.17256,-3.363317
TOBAR|42.48387,-3.938603
TORDOMAR|42.04587,-3.864727
TORRECILLA DEL MONTE|42.09386,-3.694269
TORREGALINDO|41.58224,-3.753572
TORRELARA|42.16608,-3.516533
TORREPADRE|42.04362,-3.936996
TORRESANDINO|41.82946,-3.910012
TORTOLES DE ESGUEVA|41.81652,-4.020943
TOSANTOS|42.41386,-3.243547
TRESPADERNE|42.8019,-3.391455
TUBILLA DEL AGUA|42.70913,-3.803644
TUBILLA DEL LAGO|41.80146,-3.586656
URBEL DEL CASTILLO|42.62002,-3.843711
VADOCONDES|41.63945,-3.573707
VALDEANDE|41.83434,-3.527793
VALDEZATE|41.60155,-3.930578
VALDORROS|42.17222,-3.708914
VALLARTA DE BUREBA|42.58826,-3.204902
VALLE DE LAS NAVAS|42.45806,-3.638333
VALLE DE LOSA|42.98667,-3.219167
VALLE DE MANZANEDO|42.89895,-3.690677
VALLE DE MENA|43.1,-3.283333
VALLE DE OCA|42.43333,-3.316667
VALLE DE SANTIBAÑEZ|42.48272,-3.822472
VALLE DE SEDANO|42.71544,-3.749611
VALLE DE TOBALINA|42.792,-3.271
VALLE DE VALDEBEZANA|42.97055,-3.785833
VALLE DE VALDELAGUNA|42.11555,-3.145555
VALLE DE VALDELUCIO|42.71822,-4.092333
VALLE DE ZAMANZAS|42.85333,-3.749722
VALLEJERA|42.18224,-4.151447
VALLES DE PALENZUELA|42.11949,-4.076557
VALLUERCANES|42.57304,-3.119017
VALMALA|42.30535,-3.25509
VID DE BUREBA (LA)|42.63091,-3.300676
VID Y BARRIOS (LA)|41.62967,-3.490485
VILEÑA|42.62206,-3.323521
VILLADIEGO|42.51575,-4.010096
VILLAESCUSA DE ROA|41.72776,-4.016985
VILLAESCUSA LA SOMBRIA|42.41518,-3.418952
VILLAESPASA|42.09895,-3.402259
VILLAFRANCA MONTES DE OCA|42.38651,-3.309347
VILLAFRUELA|41.91651,-3.913288
VILLAGALIJO|42.34863,-3.191916
VILLAGONZALO PEDERNALES|42.30135,-3.736424
VILLAHOZ|42.07693,-3.912524
VILLALBA DE DUERO|41.6824,-3.745252
VILLALBILLA DE BURGOS|42.34708,-3.779343
VILLALBILLA DE GUMIEL|41.80642,-3.626274
VILLALDEMIRO|42.2471,-3.984738
VILLALMANZO|42.04841,-3.741645
VILLAMAYOR DE LOS MONTES|42.10576,-3.766267
VILLAMAYOR DE TREVIÑO|42.4595,-4.119967
VILLAMBISTIA|42.40631,-3.262168
VILLAMEDIANILLA|42.16063,-4.146362
VILLAMIEL DE LA SIERRA|42.19164,-3.41759
VILLANGOMEZ|42.17881,-3.776208
VILLANUEVA DE ARGAÑO|42.3799,-3.93297
VILLANUEVA DE CARAZO|41.98323,-3.324481
VILLANUEVA DE GUMIEL|41.73724,-3.626348
VILLANUEVA DE TEBA|42.64913,-3.162595
VILLAQUIRAN DE LA PUEBLA|42.2832,-4.101557
VILLAQUIRAN DE LOS INFANTES|42.22715,-4.008459
VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA|42.9383,-3.572985
VILLARIEZO|42.26958,-3.733035
VILLASANDINO|42.37226,-4.109077
VILLASUR DE HERREROS|42.30821,-3.395027
VILLATUELDA|41.81512,-3.882187
VILLAVERDE-MOGINA|42.1601,-4.050792
VILLAVERDE DEL MONTE|42.16069,-3.814537
VILLAYERNO MORQUILLAS|42.39547,-3.639612
VILLAZOPEQUE|42.19885,-4.016426
VILLEGAS|42.46752,-4.017189
VILLORUEBO|42.16848,-3.441567
VILORIA DE RIOJA|42.42577,-3.100409
VILVIESTRE DEL PINAR|41.95218,-3.078111
VIZCAINOS|42.10159,-3.267122
ZAEL|42.10968,-3.823925
ZARZOSA DE RIO PISUERGA|42.53617,-4.268831
ZAZUAR|41.69591,-3.555112
ZUÑEDA|42.60449,-3.226378
ACEBEDO|43.03909,-5.11683
ALGADEFE|42.21778,-5.582802
ALIJA DEL INFANTADO|42.14053,-5.835635
ALMANZA|42.65903,-5.035989
ANTIGUA (LA)|42.17921,-5.68961
ARDON|42.43725,-5.562644
ARGANZA|42.64045,-6.68601
ASTORGA|42.4589,-6.063526
BALBOA|42.70652,-6.923307
BAÑEZA (LA)|42.29755,-5.90192
BARJAS|42.61121,-6.978796
BARRIOS DE LUNA (LOS)|42.84581,-5.860184
BEMBIBRE|42.61572,-6.416451
BENAVIDES|42.5,-5.9
BENUZA|42.3985,-6.711346
BERCIANOS DEL PARAMO|42.38081,-5.70334
BERCIANOS DEL REAL CAMINO|42.3876,-5.144388
BERLANGA DEL BIERZO|42.7312,-6.604204
BOCA DE HUERGANO|42.97387,-4.927529
BOÑAR|42.86674,-5.322935
BORRENES|42.49157,-6.726236
BRAZUELO|42.49741,-6.157205
BURGO RANERO (EL)|42.42302,-5.221506
BURON|43.02356,-5.051342
BUSTILLO DEL PARAMO|42.44134,-5.791799
CABAÑAS RARAS|42.62006,-6.640493
CABREROS DEL RIO|42.40137,-5.54065
CABRILLANES|42.95281,-6.14876
CACABELOS|42.59987,-6.72562
CALZADA DEL COTO|42.38774,-5.080766
CAMPAZAS|42.14202,-5.491729
CAMPO DE VILLAVIDEL|42.43979,-5.526258
CAMPONARAYA|42.58083,-6.670298
CANDIN|42.81686,-6.728076
CARMENES|42.95897,-5.574712
CARRACEDELO|42.55473,-6.734163
CARRIZO|42.58697,-5.867041
CARROCERA|42.79588,-5.743282
CARUCEDO|42.4903,-6.762755
CASTILFALE|42.21971,-5.422246
CASTRILLO DE CABRERA|42.34034,-6.544417
CASTRILLO DE LA VALDUERNA|42.32427,-6.134749
CASTROCALBON|42.1959,-5.978774
CASTROCONTRIGO|42.183,-6.188392
CASTROPODAME|42.58004,-6.467308
CASTROTIERRA DE VALMADRIGAL|42.34422,-5.252162
CEA|42.46276,-5.012908
CEBANICO|42.72543,-5.025482
CEBRONES DEL RIO|42.25672,-5.825716
CHOZAS DE ABAJO|42.50726,-5.686552
CIMANES DE LA VEGA|42.11744,-5.599564
CIMANES DEL TEJAR|42.61848,-5.805606
CISTIERNA|42.80286,-5.125302
CONGOSTO|42.61791,-6.520012
CORBILLOS DE LOS OTEROS|42.40788,-5.459176
CORULLON|42.58038,-6.812983
CREMENES|42.90305,-5.14331
CUADROS|42.71033,-5.639072
CUBILLAS DE LOS OTEROS|42.37294,-5.507703
CUBILLAS DE RUEDA|42.65549,-5.174273
CUBILLOS DEL SIL|42.62387,-6.563678
DESTRIANA|42.32775,-6.096872
ENCINEDO|42.27103,-6.594176
ERCINA (LA)|42.81225,-5.218091
ESCOBAR DE CAMPOS|42.31361,-4.967
FABERO|42.76797,-6.625144
FOLGOSO DE LA RIBERA|42.64359,-6.319312
FRESNO DE LA VEGA|42.34533,-5.53388
FUENTES DE CARBAJAL|42.17744,-5.446469
GARRAFE DE TORIO|42.73277,-5.523663
GORDALIZA DEL PINO|42.34362,-5.157395
GORDONCILLO|42.13434,-5.402894
GRADEFES|42.62492,-5.227446
GRAJAL DE CAMPOS|42.32092,-5.020816
GUSENDOS DE LOS OTEROS|42.37793,-5.429756
HOSPITAL DE ORBIGO|42.46129,-5.884193
IGÜEÑA|42.72905,-6.27664
IZAGRE|42.22424,-5.257293
JOARILLA DE LAS MATAS|42.28857,-5.177224
LAGUNA DALGA|42.33205,-5.75043
LAGUNA DE NEGRILLOS|42.23968,-5.661668
LEON|42.59988,-5.571752
LLAMAS DE LA RIBERA|42.63512,-5.825368
LUCILLO|42.41059,-6.304451
LUYEGO|42.36666,-6.233333
MAGAZ DE CEPEDA|42.53895,-6.073321
MANSILLA DE LAS MULAS|42.49752,-5.416444
MANSILLA MAYOR|42.5089,-5.442078
MARAÑA|43.04915,-5.177067
MATADEON DE LOS OTEROS|42.33859,-5.371259
MATALLANA DE TORIO|42.84385,-5.498035
MATANZA|42.24055,-5.376201
MOLINASECA|42.53828,-6.519809
MURIAS DE PAREDES|42.84893,-6.191136
NOCEDA DEL BIERZO|42.71043,-6.397839
OENCIA|42.54644,-6.97065
OMAÑAS (LAS)|42.68332,-5.869652
ONZONILLA|42.52478,-5.583355
OSEJA DE SAJAMBRE|43.13821,-5.036725
PAJARES DE LOS OTEROS|42.32981,-5.472584
PALACIOS DE LA VALDUERNA|42.32754,-5.938638
PALACIOS DEL SIL|42.87659,-6.433007
PARAMO DEL SIL|42.82024,-6.488228
PERANZANES|42.87678,-6.634321
POBLADURA DE PELAYO GARCIA|42.30616,-5.685827
POLA DE GORDON (LA)|42.85498,-5.670204
PONFERRADA|42.54633,-6.590833
POSADA DE VALDEON|43.15176,-4.919606
POZUELO DEL PARAMO|42.17054,-5.768637
PRADO DE LA GUZPEÑA|42.78388,-5.026482
PRIARANZA DEL BIERZO|42.51058,-6.668278
PRIORO|42.89439,-4.961933
PUEBLA DE LILLO|43.00661,-5.275887
PUENTE DE DOMINGO FLOREZ|42.41438,-6.82406
QUINTANA DEL CASTILLO|42.66161,-6.04526
QUINTANA DEL MARCO|42.20629,-5.851365
QUINTANA Y CONGOSTO|42.25592,-6.037303
REGUERAS DE ARRIBA|42.29295,-5.86039
REYERO|42.94928,-5.199557
RIAÑO|42.9748,-5.012101
RIEGO DE LA VEGA|42.38933,-5.982224
RIELLO|42.77377,-5.944554
RIOSECO DE TAPIA|42.72955,-5.79007
ROBLA (LA)|42.80159,-5.628979
ROPERUELOS DEL PARAMO|42.23702,-5.78285
SABERO|42.83629,-5.150429
SAHAGUN|42.37203,-5.03044
SAN ADRIAN DEL VALLE|42.13128,-5.730267
SAN ANDRES DEL RABANEDO|42.61139,-5.619493
SAN CRISTOBAL DE LA POLANTERA|42.39127,-5.908829
SAN EMILIANO|42.97181,-6.000573
SAN ESTEBAN DE NOGALES|42.16224,-5.930695
SAN JUSTO DE LA VEGA|42.4542,-6.014813
SAN MILLAN DE LOS CABALLEROS|42.28611,-5.562459
SAN PEDRO BERCIANOS|42.39166,-5.709544
SANCEDO|42.668,-6.632887
SANTA COLOMBA DE CURUEÑO|42.75084,-5.411633
SANTA COLOMBA DE SOMOZA|42.44449,-6.244172
SANTA CRISTINA DE VALMADRIGAL|42.35649,-5.310498
SANTA ELENA DE JAMUZ|42.26,-5.886668
SANTA MARIA DE LA ISLA|42.35504,-5.929276
SANTA MARIA DE ORDAS|42.72724,-5.822508
SANTA MARIA DEL MONTE DE CEA|42.49178,-5.117516
SANTA MARIA DEL PARAMO|42.35568,-5.747854
SANTA MARINA DEL REY|42.51359,-5.858411
SANTAS MARTAS|42.4327,-5.372084
SANTIAGO MILLAS|42.38248,-6.105768
SANTOVENIA DE LA VALDONCINA|42.54325,-5.621881
SARIEGOS|42.65,-5.633333
SENA DE LUNA|42.92972,-5.952073
SOBRADO|42.51915,-6.853734
SOTO DE LA VEGA|42.33125,-5.882584
SOTO Y AMIO|42.77994,-5.886462
TORAL DE LOS GUZMANES|42.24286,-5.568284
TORENO|42.70055,-6.509904
TORRE DEL BIERZO|42.5947,-6.324807
TRABADELO|42.64945,-6.882131
TRUCHAS|42.26122,-6.43549
TURCIA|42.53492,-5.876189
URDIALES DEL PARAMO|42.37043,-5.773118
VAL DE SAN LORENZO|42.41695,-6.120397
VALDEFRESNO|42.59381,-5.492152
VALDEFUENTES DEL PARAMO|42.32334,-5.830119
VALDELUGUEROS|42.97364,-5.412788
VALDEMORA|42.19477,-5.427226
VALDEPIELAGO|42.86868,-5.398154
VALDEPOLO|42.57626,-5.22613
VALDERAS|42.07758,-5.442767
VALDERREY|42.39484,-6.018861
VALDERRUEDA|42.81544,-4.948068
VALDESAMARIO|42.72149,-5.952188
VALDEVIMBRE|42.42081,-5.622447
VALENCIA DE DON JUAN|42.29401,-5.519861
VALLECILLO|42.35655,-5.211738
VALVERDE-ENRIQUE|42.30505,-5.299965
VALVERDE DE LA VIRGEN|42.56865,-5.683748
VECILLA (LA)|42.84916,-5.405795
VEGA DE ESPINAREDA|42.72601,-6.655013
VEGA DE INFANZONES|42.48265,-5.533533
VEGA DE VALCARCE|42.66407,-6.945935
VEGACERVERA|42.88636,-5.534939
VEGAQUEMADA|42.8185,-5.332815
VEGAS DEL CONDADO|42.68404,-5.366673
VILLABLINO|42.93821,-6.320078
VILLABRAZ|42.24592,-5.447141
VILLADANGOS DEL PARAMO|42.51751,-5.766411
VILLADECANES|42.57994,-6.759443
VILLADEMOR DE LA VEGA|42.27039,-5.569057
VILLAFRANCA DEL BIERZO|42.60765,-6.807748
VILLAGATON|42.6349,-6.162189
VILLAMAÑAN|42.3217,-5.582248
VILLAMANDOS|42.17973,-5.590787
VILLAMANIN|42.9384,-5.655591
VILLAMARTIN DE DON SANCHO|42.56853,-5.058353
VILLAMEJIL|42.56238,-6.023193
VILLAMOL|42.42696,-5.046878
VILLAMONTAN DE LA VALDUERNA|42.30983,-5.995912
VILLAMORATIEL DE LAS MATAS|42.39805,-5.30069
VILLANUEVA DE LAS MANZANAS|42.47071,-5.479661
VILLAOBISPO DE OTERO|42.50024,-6.058352
VILLAORNATE Y CASTRO|42.18473,-5.549681
VILLAQUEJIDA|42.14514,-5.597562
VILLAQUILAMBRE|42.63885,-5.557585
VILLAREJO DE ORBIGO|42.44614,-5.904218
VILLARES DE ORBIGO|42.47118,-5.913153
VILLASABARIEGO|42.53359,-5.413929
